CustomerKey;FirstName;MiddleName;LastName;Full_Name;MaritalStatus;Gender;DateFirstPurchase;Customer city
14146;Toni;E;Sara;Toni Sara;M;Female;2021-04-19;Gateshead
14147;Marcus;M;Rivera;Marcus Rivera;M;Male;2021-07-30;Bottrop
14148;Shaun;L;Sharma;Shaun Sharma;M;Male;2021-08-27;Kassel
14149;Donald;NULL;Srini;Donald Srini;M;Male;2021-08-11;Ingolstadt
14150;Billy;J;Munoz;Billy Munoz;M;Male;2021-04-09;Leeds
14151;Marie;E;Martin;Marie Martin;S;Female;2023-09-16;Roncq
14152;Luke;NULL;Turner;Luke Turner;S;Male;2023-07-25;Villeneuve-d'Ascq
14153;Dylan;NULL;Lewis;Dylan Lewis;S;Male;2023-05-11;Hof
14154;Willie;R;Gao;Willie Gao;M;Male;2022-02-25;Verrieres Le Buisson
14155;Olivia;L;Morris;Olivia Morris;M;Female;2021-04-28;Newcastle upon Tyne
14156;Preston;L;Gonzalez;Preston Gonzalez;S;Male;2023-02-10;London
14157;Willie;J;Xu;Willie Xu;S;Male;2021-04-10;London
14158;Craig;N;Moreno;Craig Moreno;S;Male;2021-04-08;York
14159;Jay;NULL;Malhotra;Jay Malhotra;S;Male;2021-04-07;Bracknell
14160;Brittney;NULL;Hu;Brittney Hu;M;Female;2021-08-23;Erlangen
14161;Claudia;J;Li;Claudia Li;S;Female;2021-08-04;Eilenburg
14162;Brett;NULL;Garcia;Brett Garcia;M;Male;2021-08-10;Frankfurt
14163;Ebony;S;Garcia;Ebony Garcia;M;Female;2021-08-19;Berlin
14164;Kari;A;Smith;Kari Smith;S;Female;2021-08-13;Duesseldorf
14165;Natalie;L;Gray;Natalie Gray;S;Female;2021-04-20;Newcastle upon Tyne
14166;Elizabeth;I;Jenkins;Elizabeth Jenkins;M;Female;2023-02-14;Saint Germain en Laye
14167;Pamela;M;Subram;Pamela Subram;S;Female;2021-08-14;Frankfurt
14168;Edwin;M;Guo;Edwin Guo;M;Male;2024-01-25;Chatou
14169;Carmen;E;Martinez;Carmen Martinez;S;Female;2022-02-13;Saint Germain en Laye
14170;Rebekah;J;Moreno;Rebekah Moreno;S;Female;2022-03-07;Saint Ouen
14171;Michele;A;Lal;Michele Lal;S;Female;2021-08-08;Frankfurt
14172;Carla;NULL;Garcia;Carla Garcia;S;Female;2023-04-09;London
14173;Tonya;NULL;Shan;Tonya Shan;M;Female;2023-05-25;Verrieres Le Buisson
14174;Alberto;A;Diaz;Alberto Diaz;M;Male;2023-02-22;Berlin
14175;Cynthia;NULL;Mehta;Cynthia Mehta;M;Female;2023-08-17;Bury
14176;Mindy;NULL;Rai;Mindy Rai;M;Female;2023-06-10;Bobigny
14177;Kenneth;K;Nara;Kenneth Nara;M;Male;2023-12-08;Dunkerque
14178;Katie;NULL;Raje;Katie Raje;S;Female;2023-11-24;Paris
14179;Claudia;J;Xu;Claudia Xu;S;Female;2024-01-14;Braunschweig
14180;Henry;NULL;Patel;Henry Patel;M;Male;2023-05-09;Erlangen
14181;Adriana;NULL;Chandra;Adriana Chandra;M;Female;2021-08-24;Frankfurt
14182;Steve;A;Lin;Steve Lin;M;Male;2023-09-02;Frankfurt am Main
14183;Robyn;M;Carlson;Robyn Carlson;S;Female;2021-04-10;Milton Keynes
14184;Caleb;NULL;Jenkins;Caleb Jenkins;M;Male;2023-04-04;Runcorn
14185;Frank;NULL;Vazquez;Frank Vazquez;S;Male;2022-03-17;Les Ulis
14186;Katrina;K;Tang;Katrina Tang;M;Female;2022-03-20;Paris
14187;Eugene;N;Lu;Eugene Lu;M;Male;2023-12-07;Hamburg
14188;Meagan;I;Sanchez;Meagan Sanchez;M;Female;2023-07-20;Paris
14189;Krista;E;Martin;Krista Martin;M;Female;2021-08-17;Dresden
14190;Candace;D;Patel;Candace Patel;M;Female;2023-07-16;München
14191;Derrick;NULL;Martin;Derrick Martin;M;Male;2021-04-11;Reading
14192;Ronald;NULL;Kapoor;Ronald Kapoor;M;Male;2022-03-21;Pantin
14193;Pamela;NULL;Vance;Pamela Vance;S;Female;2023-05-23;Duesseldorf
14194;Cassie;R;Rai;Cassie Rai;M;Female;2023-03-13;London
14195;Clinton;J;Blanco;Clinton Blanco;S;Male;2021-04-22;London
14196;Felicia;R;Dominguez;Felicia Dominguez;M;Female;2023-04-13;Watford
14197;Frank;C;Gill;Frank Gill;M;Male;2023-10-08;Braunschweig
14198;Daisy;M;Romero;Daisy Romero;M;Female;2021-08-15;Hamburg
14199;Samuel;D;Anderson;Samuel Anderson;M;Male;2023-06-03;Bury
14200;Colleen;NULL;Goel;Colleen Goel;M;Female;2022-03-09;Colombes
14201;Marie;C;Serrano;Marie Serrano;M;Female;2023-11-14;Paris
14202;Clayton;NULL;Zeng;Clayton Zeng;S;Male;2023-04-28;Saarbrücken
14203;Seth;NULL;Rodriguez;Seth Rodriguez;S;Male;2022-03-01;Bobigny
14204;Chelsea;S;Sara;Chelsea Sara;M;Female;2023-01-28;Lieusaint
14205;Wesley;R;Wu;Wesley Wu;S;Male;2023-03-19;Sèvres
14206;Edwin;NULL;West;Edwin West;M;Male;2024-01-09;Kassel
14207;José;E;Saraiva;José Saraiva;M;Male;2021-09-28;München
14208;Eugene;A;Xu;Eugene Xu;S;Male;2023-02-05;Gloucestershire
14209;Craig;NULL;Ramos;Craig Ramos;M;Male;2023-02-21;Lane Cove
14210;Jenny;E;Tang;Jenny Tang;M;Female;2022-08-12;South Melbourne
14211;Emma;NULL;Bradley;Emma Bradley;S;Female;2022-08-07;Gold Coast
14212;Erick;W;Madan;Erick Madan;S;Male;2023-05-11;Darlinghurst
14213;Autumn;A;Guo;Autumn Guo;M;Female;2023-05-06;Milsons Point
14214;Robyn;NULL;Munoz;Robyn Munoz;S;Female;2022-08-14;Malabar
14215;Stacey;NULL;Yang;Stacey Yang;S;Female;2022-08-14;Cloverdale
14216;Edwin;J;Zheng;Edwin Zheng;S;Male;2022-08-07;Seaford
14217;Terrance;T;Lopez;Terrance Lopez;S;Male;2023-03-09;Coffs Harbour
14218;Karl;J;Kumar;Karl Kumar;S;Male;2022-08-17;Sunbury
14219;Christy;NULL;Ye;Christy Ye;S;Female;2022-08-15;North Sydney
14220;Latasha;NULL;Romero;Latasha Romero;M;Female;2022-08-11;Lane Cove
14221;Glenn;C;Zhao;Glenn Zhao;S;Male;2023-03-07;St. Leonards
14222;Dawn;A;Zhang;Dawn Zhang;S;Female;2023-08-18;Darlinghurst
14223;Larry;NULL;Rubio;Larry Rubio;M;Male;2023-06-04;Hobart
14224;Tamara;M;She;Tamara She;S;Female;2022-09-08;Lane Cove
14225;Alisha;J;Chen;Alisha Chen;M;Female;2022-08-31;Hawthorne
14226;Heidi;NULL;Mehta;Heidi Mehta;S;Female;2022-09-01;Lavender Bay
14227;Alison;NULL;Xu;Alison Xu;M;Female;2023-02-26;Milsons Point
14228;Arturo;C;Raje;Arturo Raje;S;Male;2023-04-29;Melbourne
14229;Allen;B;Perez;Allen Perez;S;Male;2023-05-17;Geelong
14230;Luis;L;Coleman;Luis Coleman;S;Male;2022-09-05;Townsville
14231;Kari;E;Sai;Kari Sai;M;Female;2023-02-08;Findon
14232;Omar;C;Huang;Omar Huang;M;Male;2023-03-30;Rockhampton
14233;Ricardo;A;She;Ricardo She;S;Male;2023-07-03;Malabar
14234;Gina;NULL;Romero;Gina Romero;S;Female;2022-08-29;Perth
14235;Larry;T;Alvarez;Larry Alvarez;M;Male;2022-09-23;Wollongong
14236;Abigail;S;Richardson;Abigail Richardson;M;Female;2022-09-21;Melbourne
14237;Kate;NULL;Andersen;Kate Andersen;M;Female;2023-04-07;Cloverdale
14238;Jay;C;Gonzalez;Jay Gonzalez;M;Male;2022-09-13;Wollongong
14239;Maria;W;Peterson;Maria Peterson;M;Female;2022-05-06;Lakewood
14240;Caroline;NULL;Foster;Caroline Foster;M;Female;2022-05-26;Kirkland
14241;Grace;NULL;Wood;Grace Wood;M;Female;2023-07-31;Coronado
14242;Rafael;V;Ye;Rafael Ye;M;Male;2022-06-12;Bremerton
14243;Gregory;R;Winston;Gregory Winston;S;Female;2023-04-06;Oregon City
14244;Jennifer;B;Griffin;Jennifer Griffin;M;Female;2023-04-18;Metchosin
14245;Ana;R;Russell;Ana Russell;M;Female;2023-01-30;Woodburn
14246;Devin;A;Garcia;Devin Garcia;S;Male;2023-03-02;Glendale
14247;Hunter;L;Allen;Hunter Allen;M;Male;2024-01-10;Spokane
14248;Misty;A;Tang;Misty Tang;M;Female;2023-09-24;Bellflower
14249;Eduardo;J;Thomas;Eduardo Thomas;M;Male;2023-05-30;National City
14250;Adam;A;Collins;Adam Collins;S;Male;2023-08-30;Concord
14251;Alex;NULL;Brooks;Alex Brooks;M;Male;2023-11-06;Santa Cruz
14252;Destiny;G;Cook;Destiny Cook;M;Female;2023-12-20;Portland
14253;Eduardo;NULL;Scott;Eduardo Scott;S;Male;2022-06-01;Burbank
14254;Tabitha;L;Gill;Tabitha Gill;M;Female;2023-07-02;Bellflower
14255;Jonathan;L;Jackson;Jonathan Jackson;S;Male;2022-06-09;Edmonds
14256;Elizabeth;NULL;Robinson;Elizabeth Robinson;S;Female;2022-06-11;Lynnwood
14257;James;NULL;Carter;James Carter;M;Male;2023-08-19;National City
14258;Haley;NULL;Foster;Haley Foster;S;Female;2024-01-24;San Carlos
14259;Antonio;D;Flores;Antonio Flores;S;Male;2022-09-16;Melton
14260;Frank;M;Ruiz;Frank Ruiz;S;Male;2022-09-05;Warrnambool
14261;Meredith;S;Subram;Meredith Subram;S;Female;2022-09-09;Rhodes
14262;Jon;L;He;Jon He;M;Male;2022-09-03;Port Macquarie
14263;Nina;L;Lal;Nina Lal;S;Female;2022-09-01;Silverwater
14264;Karl;R;Lal;Karl Lal;S;Male;2022-09-15;Seaford
14265;Garrett;J;Bell;Garrett Bell;S;Male;2023-07-02;Shawnee
14266;Cory;J;Patel;Cory Patel;M;Male;2023-02-27;Bellingham
14267;Lauren;I;Wood;Lauren Wood;S;Female;2022-06-02;Corvallis
14268;Isabella;NULL;Roberts;Isabella Roberts;S;Female;2022-06-27;Beverly Hills
14269;Tony;M;She;Tony She;M;Male;2023-09-23;Beverly Hills
14270;James;F;Ross;James Ross;S;Male;2022-06-21;La Jolla
14271;Lucas;NULL;Wright;Lucas Wright;M;Male;2023-03-08;Spokane
14272;Sydney;NULL;Ward;Sydney Ward;S;Female;2022-06-08;Puyallup
14273;Angel;NULL;Parker;Angel Parker;S;Male;2023-09-06;San Gabriel
14274;Edward;D;Williams;Edward Williams;M;Male;2023-04-28;Royal Oak
14275;Arthur;NULL;Prasad;Arthur Prasad;S;Male;2022-09-19;Findon
14276;Melody;H;Suarez;Melody Suarez;S;Female;2022-09-07;Townsville
14277;Jerry;C;She;Jerry She;S;Male;2022-09-21;Rockhampton
14278;Olivia;J;Sanchez;Olivia Sanchez;M;Female;2023-07-19;Melbourne
14279;Taylor;NULL;Barnes;Taylor Barnes;M;Female;2022-09-06;Warrnambool
14280;Isaac;NULL;Oliver;Isaac Oliver;S;Male;2023-04-20;Bremerton
14281;Daniel;K;Wilson;Daniel Wilson;S;Male;2023-05-08;Vancouver
14282;Brianna;H;Lewis;Brianna Lewis;S;Female;2023-03-07;Newton
14283;Seth;E;Simmons;Seth Simmons;S;Male;2022-06-21;Lake Oswego
14284;Wyatt;M;Anderson;Wyatt Anderson;S;Male;2022-06-10;Sedro Woolley
14285;Taylor;J;Hughes;Taylor Hughes;S;Female;2022-05-30;Burlingame
14286;Kristine;NULL;Hernandez;Kristine Hernandez;M;Female;2022-09-26;Newcastle
14287;Derek;NULL;Xie;Derek Xie;S;Male;2022-09-09;Port Macquarie
14288;Christina;M;Ramirez;Christina Ramirez;S;Female;2022-05-31;El Cajon
14289;Jessica;NULL;Martinez;Jessica Martinez;S;Female;2022-06-01;Santa Cruz
14290;Jonathan;NULL;Wilson;Jonathan Wilson;S;Male;2022-07-22;Corvallis
14291;Tyler;NULL;White;Tyler White;S;Male;2023-01-29;Oak Bay
14292;Isabella;NULL;Ross;Isabella Ross;S;Female;2022-07-21;Concord
14293;Kyle;S;Campbell;Kyle Campbell;M;Male;2023-08-18;Daly City
14294;Steven;L;Gray;Steven Gray;M;Male;2023-04-25;El Cajon
14295;Hannah;NULL;Thomas;Hannah Thomas;S;Female;2023-05-28;West Covina
14296;Benjamin;E;Russell;Benjamin Russell;M;Male;2023-05-28;Beaverton
14297;Kristin;NULL;Raji;Kristin Raji;M;Female;2022-07-16;Bellflower
14298;Kaitlyn;R;Jenkins;Kaitlyn Jenkins;M;Female;2022-07-15;Los Angeles
14299;Jermaine;A;Chandra;Jermaine Chandra;M;Male;2022-09-07;Goulburn
14300;Colin;B;He;Colin He;S;Male;2022-09-14;Seaford
14301;Ruben;B;Vazquez;Ruben Vazquez;M;Male;2022-09-01;Port Macquarie
14302;April;NULL;Beck;April Beck;S;Female;2022-08-28;Brisbane
14303;Briana;J;Ramos;Briana Ramos;M;Female;2022-09-19;Port Macquarie
14304;Jacquelyn;NULL;Jimenez;Jacquelyn Jimenez;M;Female;2022-09-26;Melbourne
14305;Brendan;L;Shen;Brendan Shen;M;Male;2022-09-19;Goulburn
14306;Byron;NULL;Ramos;Byron Ramos;M;Male;2022-09-04;Hobart
14307;Ross;E;Perez;Ross Perez;M;Male;2023-02-19;Darlinghurst
14308;Marie;A;Ramos;Marie Ramos;S;Female;2022-09-14;Lane Cove
14309;Orlando;NULL;Sanz;Orlando Sanz;S;Male;2023-02-25;Perth
14310;Jon;O;Zeng;Jon Zeng;S;Male;2022-09-17;Rhodes
14311;Erik;M;Alvarez;Erik Alvarez;S;Male;2023-03-06;Sydney
14312;Claudia;A;Lin;Claudia Lin;M;Female;2023-02-18;Caloundra
14313;Christian;L;Smith;Christian Smith;M;Male;2023-08-09;Port Macquarie
14314;Katherine;R;Cooper;Katherine Cooper;M;Female;2023-06-20;Hobart
14315;Carl;NULL;Chander;Carl Chander;S;Male;2023-04-22;Townsville
14316;Leonard;NULL;Anand;Leonard Anand;M;Male;2022-08-30;Coffs Harbour
14317;Steve;NULL;Liang;Steve Liang;S;Male;2023-02-05;Lavender Bay
14318;Seth;R;Rogers;Seth Rogers;M;Male;2023-03-11;Rockhampton
14319;Renee;L;Sanz;Renee Sanz;M;Female;2023-07-01;Warrnambool
14320;Amy;NULL;Hu;Amy Hu;M;Female;2023-07-18;Perth
14321;Jackson;NULL;Evans;Jackson Evans;M;Male;2023-11-14;Sunbury
14322;Sydney;NULL;Thomas;Sydney Thomas;S;Female;2022-08-31;Coffs Harbour
14323;Colin;NULL;Tang;Colin Tang;S;Male;2022-09-13;Rhodes
14324;Jessie;NULL;Alvarez;Jessie Alvarez;S;Female;2022-09-04;South Melbourne
14325;Crystal;L;Li;Crystal Li;S;Female;2022-09-24;Melbourne
14326;Joe;A;Perez;Joe Perez;S;Male;2022-09-04;Townsville
14327;Kyle;B;Butler;Kyle Butler;S;Male;2023-11-18;Downey
14328;Andrea;L;Rogers;Andrea Rogers;S;Female;2023-02-22;Shawnee
14329;Holly;NULL;Sanchez;Holly Sanchez;S;Female;2023-01-28;Burbank
14330;Matthew;NULL;Harris;Matthew Harris;M;Male;2023-05-14;Sooke
14331;Timothy;NULL;Murphy;Timothy Murphy;S;Male;2023-09-23;Milwaukie
14332;Jade;I;Rogers;Jade Rogers;S;Female;2023-06-06;N. Vancouver
14333;Bobby;L;Suri;Bobby Suri;S;Male;2023-11-27;Bremerton
14334;Patrick;M;Murphy;Patrick Murphy;M;Male;2022-07-24;Walla Walla
14335;Allison;L;Cox;Allison Cox;M;Female;2022-06-30;Walla Walla
14336;Gabriel;NULL;Baker;Gabriel Baker;M;Male;2022-07-06;Beaverton
14337;Olivia;NULL;Coleman;Olivia Coleman;S;Female;2022-08-03;Oregon City
14338;Natalie;M;Taylor;Natalie Taylor;M;Female;2023-05-17;Cliffside
14339;Brandy;NULL;Suri;Brandy Suri;S;Female;2023-02-12;Bellflower
14340;Miranda;D;Butler;Miranda Butler;S;Female;2024-01-05;Salem
14341;Sean;NULL;Sanders;Sean Sanders;M;Male;2023-07-10;Langley
14342;Beth;L;Ruiz;Beth Ruiz;S;Female;2022-07-31;Ballard
14343;Xavier;NULL;Turner;Xavier Turner;M;Male;2022-08-18;Corvallis
14344;Kurt;A;Xie;Kurt Xie;S;Male;2023-04-19;Gold Coast
14345;Kristi;NULL;Rodriguez;Kristi Rodriguez;M;Female;2022-08-30;Bendigo
14346;Evelyn;NULL;Perez;Evelyn Perez;S;Female;2022-09-26;Goulburn
14347;Tara;I;Goel;Tara Goel;S;Female;2022-09-22;Malabar
14348;Alex;T;Scott;Alex Scott;M;Male;2022-09-04;Port Macquarie
14349;Nicole;NULL;Griffin;Nicole Griffin;M;Female;2023-09-11;Oregon City
14350;Emily;W;Moore;Emily Moore;S;Female;2023-09-18;Portland
14351;Riley;NULL;Gray;Riley Gray;S;Female;2023-03-20;Berkeley
14352;Melissa;NULL;Butler;Melissa Butler;S;Female;2023-07-10;Lynnwood
14353;Erin;I;Reed;Erin Reed;S;Female;2023-03-16;Vancouver
14354;Seth;NULL;Green;Seth Green;S;Male;2022-08-24;San Carlos
14355;Ian;NULL;King;Ian King;M;Male;2022-08-14;Lebanon
14356;Isabella;A;Baker;Isabella Baker;S;Female;2022-08-23;San Gabriel
14357;Dalton;M;Collins;Dalton Collins;M;Male;2022-08-26;Santa Cruz
14358;Amanda;A;Watson;Amanda Watson;M;Female;2023-07-29;Kirkland
14359;Eduardo;R;Henderson;Eduardo Henderson;M;Male;2023-02-10;Metchosin
14360;Samantha;NULL;Patterson;Samantha Patterson;S;Female;2023-10-24;Mill Valley
14361;Franklin;D;Raje;Franklin Raje;M;Male;2024-01-06;Bremerton
14362;Roberto;W;Gill;Roberto Gill;S;Male;2022-08-12;Beaverton
14363;Natalie;NULL;Long;Natalie Long;S;Female;2023-04-29;Westminster
14364;Mario;H;Rai;Mario Rai;M;Male;2022-08-13;Berkeley
14365;Evan;S;Ward;Evan Ward;M;Male;2022-07-31;Long Beach
14366;Anna;S;Brooks;Anna Brooks;S;Female;2022-09-15;Marysville
14367;Courtney;M;Green;Courtney Green;S;Female;2022-09-03;Milwaukie
14368;Richard;NULL;Thompson;Richard Thompson;M;Male;2024-01-14;Concord
14369;Devin;J;Sanchez;Devin Sanchez;M;Male;2023-07-06;Oregon City
14370;Meghan;NULL;Dominguez;Meghan Dominguez;M;Female;2023-07-13;Burnaby
14371;Jeremiah;NULL;Lewis;Jeremiah Lewis;M;Male;2023-03-15;Sooke
14372;Kaitlyn;L;Washington;Kaitlyn Washington;M;Female;2023-06-11;Port Orchard
14373;Ricardo;NULL;Jai;Ricardo Jai;M;Male;2023-06-21;Burlingame
14374;David;NULL;Yang;David Yang;M;Male;2022-09-27;National City
14375;Alexandra;NULL;Moore;Alexandra Moore;M;Female;2023-07-02;Walla Walla
14376;Faith;A;Torres;Faith Torres;S;Female;2023-07-30;Everett
14377;Paula;D;Ruiz;Paula Ruiz;S;Female;2022-09-12;Bellingham
14378;Cory;A;Mehta;Cory Mehta;S;Male;2022-09-17;Burlingame
14379;Richard;C;Foster;Richard Foster;M;Male;2022-09-20;Fremont
14380;Kaylee;K;Watson;Kaylee Watson;M;Female;2022-09-18;Lebanon
14381;Alexa;NULL;Cooper;Alexa Cooper;S;Female;2022-09-02;Corvallis
14382;Darren;NULL;Blanco;Darren Blanco;S;Male;2022-09-02;Berkeley
14383;Marvin;L;Ferrier;Marvin Ferrier;M;Male;2023-08-11;Concord
14384;Rachel;F;Miller;Rachel Miller;M;Female;2023-10-06;Sedro Woolley
14385;Maria;NULL;Hall;Maria Hall;M;Female;2022-10-18;Lebanon
14386;Marissa;NULL;Wood;Marissa Wood;S;Female;2022-10-10;Glendale
14387;Brittany;NULL;Hughes;Brittany Hughes;M;Female;2023-05-02;Langley
14388;Kaylee;NULL;Rogers;Kaylee Rogers;M;Female;2023-05-28;National City
14389;Ryan;NULL;Harris;Ryan Harris;M;Male;2023-10-30;Downey
14390;Logan;NULL;Kumar;Logan Kumar;M;Male;2023-11-03;Santa Monica
14391;Jason;NULL;Long;Jason Long;M;Male;2023-09-24;Sedro Woolley
14392;Justin;T;Jackson;Justin Jackson;M;Male;2022-10-08;Yakima
14393;José;J;Perez;José Perez;S;Male;2023-09-29;Corvallis
14394;Jacob;NULL;Rodriguez;Jacob Rodriguez;M;Male;2022-10-19;Bellingham
14395;Devin;J;Reed;Devin Reed;S;Male;2023-10-17;Grossmont
14396;Zoe;S;Sanchez;Zoe Sanchez;S;Female;2023-07-17;Olympia
14397;Sierra;NULL;Edwards;Sierra Edwards;S;Female;2024-01-25;Port Orchard
14398;James;NULL;Anderson;James Anderson;M;Male;2022-10-12;Spokane
14399;Jeremy;L;Peterson;Jeremy Peterson;S;Male;2023-04-12;San Diego
14400;Brandon;E;Brown;Brandon Brown;S;Male;2022-10-02;San Francisco
14401;Jose;P;Kumar;Jose Kumar;M;Male;2023-05-22;Salem
14402;Hailey;J;Parker;Hailey Parker;S;Female;2023-12-31;Tacoma
14403;Angelica;NULL;Russell;Angelica Russell;S;Female;2023-12-13;Bellflower
14404;Rachel;T;Davis;Rachel Davis;S;Female;2023-02-22;Ballard
14405;Dylan;S;Walker;Dylan Walker;M;Male;2023-09-21;Bellingham
14406;Carrie;M;Schmidt;Carrie Schmidt;M;Female;2022-10-06;Berkeley
14407;Thomas;NULL;Bryant;Thomas Bryant;M;Male;2024-01-03;Coronado
14408;Jasmine;C;Cook;Jasmine Cook;S;Female;2023-12-06;National City
14409;Eric;NULL;Wang;Eric Wang;M;Male;2023-07-01;National City
14410;Arianna;NULL;Brooks;Arianna Brooks;M;Female;2023-11-26;Newport Beach
14411;Ashley;S;Johnson;Ashley Johnson;S;Female;2022-10-03;Lake Oswego
14412;Nicole;J;Blue;Nicole Blue;S;Female;2022-10-27;Lebanon
14413;Rachel;K;Patterson;Rachel Patterson;M;Female;2022-10-22;Chula Vista
14414;Rachel;NULL;Wilson;Rachel Wilson;M;Female;2022-10-14;Coronado
14415;William;C;Davis;William Davis;M;Male;2022-10-14;Long Beach
14416;Madison;NULL;Flores;Madison Flores;M;Female;2023-05-20;Oak Bay
14417;Ernest;H;Lu;Ernest Lu;S;Male;2022-10-02;Bellingham
14418;Rebecca;W;Young;Rebecca Young;M;Female;2022-10-01;Lake Oswego
14419;Abigail;J;Ward;Abigail Ward;M;Female;2022-11-12;Oregon City
14420;Chloe;NULL;Wright;Chloe Wright;S;Female;2022-11-26;Lynnwood
14421;Hannah;W;Barnes;Hannah Barnes;M;Female;2022-11-05;Woodburn
14422;Cara;NULL;Lu;Cara Lu;S;Female;2023-04-06;Stuttgart
14423;Jill;P;Ruiz;Jill Ruiz;M;Female;2023-04-04;Cheltenham
14424;Stefanie;NULL;Raman;Stefanie Raman;S;Female;2022-03-04;Verrieres Le Buisson
14425;Victor;NULL;Carlson;Victor Carlson;M;Male;2021-09-15;Duesseldorf
14426;Madison;J;Hughes;Madison Hughes;M;Female;2021-09-21;Erlangen
14427;Emmanuel;NULL;Patel;Emmanuel Patel;M;Male;2021-04-06;London
14428;Cassie;NULL;Andersen;Cassie Andersen;S;Female;2021-08-29;Poing
14429;Lacey;NULL;He;Lacey He;S;Female;2021-03-31;London
14430;Sydney;NULL;Jones;Sydney Jones;M;Female;2023-10-02;Seattle
14431;Kayla;A;Moore;Kayla Moore;M;Female;2024-01-14;Beverly Hills
14432;Antonio;L;Russell;Antonio Russell;S;Male;2023-09-12;Port Orchard
14433;Jennifer;H;Peterson;Jennifer Peterson;M;Female;2022-11-05;Concord
14434;Sophia;C;Hill;Sophia Hill;S;Female;2022-11-12;Daly City
14435;Jennifer;NULL;Wilson;Jennifer Wilson;M;Female;2023-08-12;La Jolla
14436;John;A;Martin;John Martin;M;Male;2023-05-17;Vancouver
14437;Mitchell;B;Anand;Mitchell Anand;M;Male;2023-12-18;Beaverton
14438;Gabrielle;NULL;Gonzales;Gabrielle Gonzales;S;Female;2022-11-07;Issaquah
14439;Brian;E;Cox;Brian Cox;M;Male;2022-11-02;Puyallup
14440;Jon;K;Tang;Jon Tang;M;Male;2022-10-30;Bellflower
14441;William;N;Lewis;William Lewis;M;Male;2023-04-23;Bellflower
14442;Shelby;NULL;Peterson;Shelby Peterson;S;Female;2022-11-18;Lemon Grove
14443;Benjamin;NULL;Wilson;Benjamin Wilson;M;Male;2023-03-21;Mill Valley
14444;Patrick;L;Sanders;Patrick Sanders;M;Male;2023-06-24;Mill Valley
14445;Benjamin;R;Henderson;Benjamin Henderson;M;Male;2023-04-06;Palo Alto
14446;Jeremiah;A;Johnson;Jeremiah Johnson;M;Male;2023-02-01;Royal Oak
14447;Madison;NULL;Alexander;Madison Alexander;S;Female;2022-11-16;Bellingham
14448;Lauren;NULL;Butler;Lauren Butler;M;Female;2022-11-11;Corvallis
14449;Logan;S;Jenkins;Logan Jenkins;S;Male;2022-11-10;Marysville
14450;Kevin;R;Butler;Kevin Butler;M;Male;2023-05-23;Imperial Beach
14451;Tyler;NULL;Moore;Tyler Moore;S;Male;2022-11-03;Lakewood
14452;Alex;A;Gonzalez;Alex Gonzalez;M;Male;2022-11-12;Puyallup
14453;Jesse;NULL;Scott;Jesse Scott;S;Male;2022-11-04;Bremerton
14454;Kayla;NULL;Anderson;Kayla Anderson;M;Female;2023-04-02;La Jolla
14455;Alexandra;NULL;Mitchell;Alexandra Mitchell;M;Female;2023-03-02;Metchosin
14456;Benjamin;NULL;Walker;Benjamin Walker;S;Male;2022-10-30;Sedro Woolley
14457;Thomas;S;White;Thomas White;M;Male;2022-11-30;La Jolla
14458;Jordan;K;Yang;Jordan Yang;M;Male;2023-07-17;Royal Oak
14459;Cody;C;Gray;Cody Gray;S;Male;2023-06-14;Vancouver
14460;Jose;NULL;Long;Jose Long;M;Male;2023-12-04;Everett
14461;Chloe;NULL;Gonzalez;Chloe Gonzalez;M;Female;2022-12-20;Spokane
14462;Beth;NULL;Sanz;Beth Sanz;M;Female;2023-09-17;Beverly Hills
14463;Julia;V;Patterson;Julia Patterson;M;Female;2023-03-08;Coronado
14464;Elizabeth;J;Price;Elizabeth Price;M;Female;2022-12-15;San Carlos
14465;Dakota;M;Patterson;Dakota Patterson;M;Male;2023-02-08;Lake Oswego
14466;Logan;NULL;Adams;Logan Adams;M;Male;2023-10-13;Oregon City
14467;Aidan;NULL;Russell;Aidan Russell;M;Male;2023-05-10;Redmond
14468;Grace;M;Rivera;Grace Rivera;S;Female;2023-02-11;Tacoma
14469;Angela;E;Bell;Angela Bell;M;Female;2023-03-31;Yakima
14470;Jeremy;S;Robinson;Jeremy Robinson;M;Male;2022-12-17;Mill Valley
14471;Gabriel;R;Gonzalez;Gabriel Gonzalez;S;Male;2022-12-01;San Carlos
14472;Natalie;L;Diaz;Natalie Diaz;M;Female;2022-12-25;San Gabriel
14473;Miguel;NULL;King;Miguel King;M;Male;2022-12-07;Santa Cruz
14474;Jacqueline;A;Murphy;Jacqueline Murphy;M;Female;2024-01-28;Oakland
14475;Isabella;A;Perry;Isabella Perry;M;Female;2023-04-17;Seattle
14476;Bryce;NULL;Reed;Bryce Reed;M;Male;2023-08-26;Burien
14477;Lauren;D;Lee;Lauren Lee;S;Female;2022-12-04;Santa Cruz
14478;Abigail;H;Patterson;Abigail Patterson;S;Female;2023-06-09;Langford
14479;Samantha;J;Smith;Samantha Smith;S;Female;2023-12-12;Woodland Hills
14480;Jackson;S;Gonzalez;Jackson Gonzalez;M;Male;2023-08-12;Vancouver
14481;Mary;B;Edwards;Mary Edwards;S;Female;2022-12-18;Bremerton
14482;Noah;NULL;Perez;Noah Perez;M;Male;2024-01-05;Corvallis
